system:time_start,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,QA60
"Apr 16, 2020","1,430",178,110,"1,321","1,514","2,051","2,034","1,902","2,062","1,803","1,781",0
"Apr 21, 2020","1,505",187,103,"1,380","1,510","1,920","1,977","1,750","1,904","1,629","1,597",0
"Apr 26, 2020","7,742","1,183","1,257","7,319","7,073","7,414","7,479","7,500","7,527","7,200","7,427","1,024"
"May 1, 2020","2,262","1,357",980,"2,148","1,786","1,667","1,638","1,772","1,866","1,871","1,813","2,048"
"May 6, 2020","1,367",139,78,"1,240","1,321","1,633","1,654","1,327","1,408","1,233","1,044",0
"May 11, 2020","1,501",174,104,"1,358","1,427","1,779","1,706","1,397","1,553","1,266","1,210",0
"May 16, 2020","1,387",154,85,"1,265","1,385","1,736","1,727","1,314","1,388","1,179","1,100",0
"May 21, 2020","7,278","3,872","1,865","7,381","6,957","7,260","7,126","7,279","7,621","6,976","7,660","1,024"
"May 26, 2020","1,354",147,74,"1,229","1,323","1,619","1,587","1,167","1,261","1,019",945,0
"May 31, 2020","8,125","5,319","3,664","8,362","7,911","8,266","8,272","8,448","8,581","8,435","8,586","1,024"
"Jun 5, 2020","3,157","1,911","1,451","2,812","2,584","2,605","2,541","2,779","3,021","2,777","3,144","1,024"
"Jun 10, 2020","1,583",188,99,"1,349","1,323","1,432","1,298",915,953,775,702,0
"Jun 15, 2020","1,468",190,89,"1,256","1,208","1,362","1,225",846,974,730,705,0
"Jun 20, 2020","1,426",184,126,"1,228","1,182","1,315","1,193",800,853,691,668,0
"Jun 25, 2020","7,066","5,365","4,418","7,208","6,720","7,044","6,930","7,020","7,260","7,147","7,400","1,024"
"Jun 30, 2020","1,758",278,173,"1,405","1,171","1,121","1,040",806,839,754,724,0
"Jul 5, 2020","4,044","4,024","3,472","3,696","3,482","3,636","3,806","4,205","4,466","4,348","4,710","1,024"
"Jul 10, 2020","3,430","2,976","2,847","2,560","2,293","2,404","2,608","3,015","3,393","2,820","3,629","1,024"
"Jul 15, 2020","6,045","5,161","4,133","6,366","5,726","5,881","5,990","6,101","6,188","6,559","6,243","1,024"
"Jul 20, 2020","2,209","1,210",971,"1,909","1,750","1,744","1,760","1,784","1,889","1,687","1,922","2,048"
"Jul 25, 2020","3,944","4,591","4,195","4,245","4,040","4,268","4,468","4,688","4,866","4,697","4,999","1,024"
"Jul 30, 2020","1,350",381,295,"1,125","1,031","1,001",962,723,736,706,661,"2,048"
"Aug 9, 2020","1,571",290,158,"1,295","1,174","1,114","1,027",804,791,676,647,0
"Aug 14, 2020","6,721","6,708","5,257","6,887","6,686","7,318","7,140","7,311","7,733","7,352","8,076","1,024"
"Aug 19, 2020","1,533",316,210,"1,308","1,205","1,171","1,093",841,865,746,682,0
"Aug 24, 2020","1,431",323,194,"1,209","1,158","1,103",950,686,710,543,553,0
"Aug 29, 2020","2,664","2,540","1,782","2,466","2,121","2,249","2,188","2,583","2,821","2,337","2,951",0
"Sep 3, 2020","7,289","5,430","3,927","7,189","6,878","7,275","7,267","7,391","7,650","7,346","7,756","1,024"
"Sep 8, 2020","1,458",397,300,"1,261","1,234","1,319","1,237",842,847,762,706,0
"Sep 13, 2020","2,421",769,408,"2,059","1,796","1,710","1,640","1,701","1,900","1,507","1,866",0
"Sep 18, 2020","1,302",202,160,"1,102","1,034",910,784,475,468,423,432,0
"Sep 23, 2020","1,386",283,191,"1,159","1,099",994,867,603,617,496,515,0
"Sep 28, 2020","1,312",253,211,"1,115","1,137","1,116",963,581,629,513,479,0
"Oct 3, 2020","8,066","5,005","3,224","8,050","7,858","8,394","7,907","8,077","8,698","7,895","8,890","1,024"
"Oct 8, 2020","1,501",421,284,"1,270","1,192","1,088",950,799,831,722,715,0
"Oct 13, 2020","1,671",507,332,"1,405","1,294","1,140","1,061",959,"1,003",857,904,0
"Oct 18, 2020","1,471",593,437,"1,295","1,251","1,151","1,007",857,975,781,843,0
"Oct 23, 2020","1,416",465,328,"1,189","1,142",986,850,660,762,570,653,0
"Nov 2, 2020","1,337",461,384,"1,195","1,187","1,000",910,647,712,609,632,0
"Nov 7, 2020","1,559",729,573,"1,382","1,338","1,204","1,112","1,009","1,057",972,"1,038",0
"Nov 12, 2020","1,249",209,139,"1,020",994,791,677,424,483,382,359,0
"Nov 17, 2020","1,580",790,637,"1,490","1,545","1,473","1,275","1,031","1,103",999,990,0
"Nov 22, 2020","1,575",814,650,"1,528","1,615","1,633","1,413","1,119","1,166","1,033","1,103",0
"Nov 27, 2020","1,760",650,474,"1,686","1,687","1,685","1,482","1,153","1,245","1,064","1,046",0
"Dec 2, 2020","1,557",646,444,"1,437","1,467","1,446","1,384","1,160","1,257",980,"1,067",0
"Dec 7, 2020","1,512",873,694,"1,602","1,617","1,718","1,505","1,246","1,311","1,238","1,187",0
"Dec 12, 2020","5,083","1,631","1,595","4,769","4,551","4,606","4,718","4,978","5,196","5,025","5,278","1,024"
"Dec 17, 2020","1,214",233,157,"1,002","1,015","1,096","1,025",714,793,609,598,0
"Dec 22, 2020","1,558",954,785,"1,590","1,632","1,825","1,727","1,451","1,563","1,399","1,405",0
"Dec 27, 2020","1,349",644,479,"1,317","1,251","1,315","1,188","1,023","1,100",988,995,0
"Jan 1, 2021","1,292",560,415,"1,157","1,103","1,158","1,070",886,910,832,802,0
"Jan 6, 2021","1,271",335,189,991,898,880,812,627,680,554,563,0
"Jan 11, 2021","1,411",530,400,"1,361","1,507","1,900","1,827","1,497","1,739","1,373","1,390",0
"Jan 16, 2021","3,565","1,669","1,384","3,316","3,113","3,122","3,204","3,724","4,103","3,799","4,178","1,024"
"Jan 21, 2021","1,631",327,201,"1,507","1,621","1,999","1,937","1,909","2,168","1,815","1,901",0
"Jan 26, 2021","8,921","2,059","2,302","8,660","8,243","8,541","8,526","8,641","8,818","8,386","8,729","1,024"
"Jan 31, 2021","3,956","4,077","2,889","3,851","3,718","3,849","3,741","4,337","4,936","4,374","5,140","1,024"
"Feb 5, 2021","1,362",194,126,"1,240","1,409","1,858","1,887","1,704","1,864","1,583","1,566",0
"Feb 10, 2021","4,568","4,470","3,546","4,515","4,431","4,559","4,752","5,184","5,485","5,123","5,619","1,024"
"Feb 15, 2021","1,337",212,176,"1,162","1,281","1,624","1,636","1,390","1,530","1,274","1,220",0
"Feb 20, 2021","2,291","1,907","1,356","1,685","1,646","1,842","2,056","2,591","2,880","2,246","2,935","2,048"
"Feb 25, 2021","1,409",265,185,"1,280","1,453","1,900","1,890","1,765","1,989","1,659","1,669",0
"Mar 2, 2021","1,488",358,222,"1,377","1,533","1,967","1,919","1,844","2,103","1,783","1,863",0
"Mar 7, 2021","1,355",212,122,"1,237","1,402","1,886","1,938","1,795","1,954","1,698","1,703",0
"Mar 12, 2021","1,512",499,332,"1,387","1,528","1,974","2,003","1,995","2,202","1,948","1,983",0
"Mar 17, 2021","4,681","2,506","1,972","4,438","4,108","4,243","4,208","4,475","4,709","4,389","4,804","1,024"
"Mar 22, 2021","2,781","2,728","1,910","2,763","2,602","2,620","2,672","3,116","3,483","3,277","3,585",0
"Mar 27, 2021","9,561","2,513","2,852","9,522","8,992","9,281","9,354","9,394","9,511","9,434","9,337","1,024"
"Apr 1, 2021","1,350",221,144,"1,233","1,395","1,861","1,860","1,673","1,830","1,552","1,527",0
"Apr 6, 2021","5,215","5,063","3,992","5,043","4,749","4,929","4,985","5,538","5,927","5,355","6,257","1,024"
"Apr 11, 2021","6,354","3,451","2,875","6,179","5,905","6,126","6,172","6,451","6,780","6,464","6,901","1,024"
"Apr 16, 2021","2,194","1,575","1,212","1,977","1,787","1,775","1,776","2,217","2,565","2,280","2,593","2,048"
"Apr 21, 2021","1,462",398,238,"1,358","1,535","2,005","2,017","1,959","2,221","1,853","1,940",0
"Apr 26, 2021","1,371",150,92,"1,257","1,387","1,868","1,932","1,740","1,892","1,636","1,573",0
"May 1, 2021","1,389",215,119,"1,247","1,362","1,761","1,743","1,551","1,724","1,435","1,406",0
"May 6, 2021","1,418",162,88,"1,252","1,349","1,721","1,792","1,546","1,663","1,490","1,354",0
"May 11, 2021","7,099","4,248","3,426","6,846","6,491","6,772","6,898","6,974","7,135","6,964","7,276","1,024"
"May 16, 2021","1,406",188,107,"1,238","1,318","1,679","1,635","1,347","1,473","1,208","1,149",0
"May 21, 2021","1,310",150,87,"1,056",927,929,864,752,838,689,652,0
"May 26, 2021","1,341",259,167,"1,103","1,050","1,152","1,163",981,"1,046",847,821,"2,048"
"May 31, 2021","1,343",195,107,"1,176","1,195","1,461","1,415","1,080","1,126",928,770,0
"Jun 5, 2021","6,438","4,963","4,388","4,918","5,133","5,767","5,979","6,310","6,604","5,138","6,854","1,024"
"Jun 10, 2021","1,409",170,83,"1,233","1,233","1,454","1,339",876,972,774,720,0
"Jun 15, 2021","5,436","4,558","3,811","5,300","4,915","5,111","5,069","5,349","5,664","5,259","5,769","1,024"
"Jun 20, 2021","1,397",162,79,"1,168","1,180","1,310","1,203",788,829,687,584,0
"Jun 25, 2021","6,555","6,392","4,901","6,241","6,092","6,757","7,230","7,620","8,023","7,164","8,218","1,024"
"Jun 30, 2021","1,324",155,90,"1,103","1,080","1,200","1,139",705,700,571,484,0
"Jul 5, 2021","5,117","5,016","4,554","5,319","4,932","5,167","5,176","5,380","5,507","5,655","5,666","1,024"
"Jul 10, 2021","3,000","4,079","3,622","2,439","2,487","3,022","3,365","4,020","4,472","3,057","4,705","2,048"
"Jul 15, 2021","5,731","4,702","3,290","5,339","5,114","5,503","5,697","5,913","6,250","5,708","6,288","1,024"
"Jul 20, 2021","7,627","4,269","2,675","8,209","7,535","7,683","7,727","7,679","7,732","8,253","7,815","1,024"
"Jul 25, 2021","1,439",326,212,"1,201","1,129","1,105",988,651,705,605,605,0
"Jul 30, 2021","1,330",174,112,"1,089","1,055","1,061",923,540,566,464,390,0
"Aug 4, 2021","4,615","2,369","2,447","4,347","4,036","4,166","4,402","4,558","4,685","4,654","4,788","1,024"
"Aug 9, 2021","6,458","5,024","3,290","6,432","6,186","6,652","6,378","6,560","7,076","6,432","7,297","1,024"
"Aug 14, 2021","1,963","1,290",982,"1,521","1,282","1,202","1,219","1,277","1,337","1,298","1,405",0
"Aug 19, 2021","1,670",381,231,"1,429","1,251","1,146","1,066",939,985,847,854,0
"Aug 24, 2021","1,866",408,228,"1,530","1,281","1,067","1,010",993,"1,020",889,932,0
"Aug 29, 2021","1,300",211,163,"1,061","1,017",886,706,441,442,393,355,0
"Sep 3, 2021","1,994",475,300,"1,724","1,522","1,376","1,195","1,140","1,214","1,004","1,088",0
"Sep 8, 2021","4,432","1,680","1,559","4,412","4,094","4,165","4,192","4,322","4,482","4,469","4,573","1,024"
"Sep 13, 2021","3,447","2,635","2,276","3,222","2,977","2,949","3,065","3,430","3,632","3,487","3,749","2,048"
"Sep 18, 2021","1,747","1,387",960,"1,518","1,424","1,283","1,264","1,477","1,644","1,539","1,676","2,048"
"Sep 23, 2021","1,616",728,558,"1,366","1,160","1,002","1,014","1,119","1,188","1,129","1,201","2,048"
"Sep 28, 2021","10,213","1,991","2,289","9,975","9,526","9,862","9,975","9,939","9,834","9,707","9,593","1,024"
"Oct 3, 2021","2,447","3,282","2,363","2,686","2,604","2,466","2,659","3,405","3,693","3,751","3,754","2,048"
"Oct 8, 2021","8,562","1,967","1,898","8,466","8,087","8,468","8,344","8,458","8,731","8,497","8,850","1,024"
"Oct 13, 2021","3,621","2,014","1,820","3,337","3,129","3,053","3,207","3,663","3,911","3,721","4,007","1,024"
"Oct 18, 2021","1,291",341,244,"1,145","1,148","1,083",902,663,726,598,575,0
"Oct 23, 2021","9,472","2,332","2,570","8,317","7,918","9,824","10,171","10,235","9,860","7,812","9,487","1,024"
"Oct 28, 2021","1,183",268,166,927,886,906,872,671,697,508,518,0
"Nov 2, 2021","1,230",275,154,980,902,895,834,650,718,542,559,0
"Nov 7, 2021","1,571",348,224,"1,237","1,156","1,123","1,034",836,849,618,757,0
"Nov 12, 2021","1,212",246,159,945,897,858,730,571,609,511,502,0
"Nov 17, 2021","4,398","3,417","2,346","3,937","3,893","4,115","4,013","4,397","4,812","4,370","4,968","1,024"
"Nov 22, 2021","1,358",708,512,"1,391","1,396","1,429","1,407","1,177","1,281","1,092","1,169","2,048"
"Nov 27, 2021","1,524",820,609,"1,553","1,601","1,670","1,538","1,264","1,358","1,254","1,139",0
"Dec 2, 2021","1,545",859,652,"1,416","1,423","1,557","1,604","1,301","1,393","1,151","1,317",0
"Dec 7, 2021","1,536",899,716,"1,702","1,829","2,040","1,905","1,542","1,680","1,487","1,437",0
"Dec 12, 2021","8,467","4,192","3,172","8,278","8,144","8,347","8,504","8,652","8,849","8,531","8,790","1,024"
"Dec 17, 2021","1,638",902,706,"1,793","1,952","2,259","2,090","1,639","1,815","1,620","1,532",0
"Dec 22, 2021","3,209","2,904","2,180","4,110","3,998","3,887","3,875","4,064","4,050","4,708","4,186","1,024"
"Dec 27, 2021","1,741","1,632",978,"1,724","1,839","2,094","2,308","2,596","2,841","2,492","2,661","2,048"
"Jan 1, 2022","1,543",457,324,"1,407","1,583","2,034","2,048","1,820","2,013","1,608","1,608",0
"Jan 6, 2022","1,654",826,607,"1,732","1,955","2,489","2,471","2,254","2,520","2,178","2,232",0
"Jan 11, 2022","1,448",249,184,"1,334","1,551","1,970","1,933","1,592","1,772","1,486","1,380",0
"Jan 16, 2022","1,517",479,326,"1,482","1,718","2,148","2,095","1,822","2,053","1,660","1,804",0
"Jan 21, 2022","1,442",370,216,"1,326","1,517","1,921","1,796","1,471","1,638","1,314","1,264",0
"Jan 26, 2022","2,577","2,401","1,867","2,524","2,506","2,536","2,555","2,686","2,936","2,835","2,890",0
"Jan 31, 2022","2,544","1,295","1,163","2,432","2,534","2,923","2,966","2,695","2,863","2,595","2,512",0
"Feb 5, 2022","2,622","1,280","1,174","2,512","2,759","3,304","3,341","3,077","3,286","2,940","2,954",0
"Feb 10, 2022","2,679","1,305","1,168","2,525","2,608","2,992","3,048","3,056","3,232","2,952","2,967",0
"Feb 15, 2022","2,592","1,356","1,252","2,471","2,619","3,023","3,060","2,934","3,151","2,849","2,929",0
"Feb 20, 2022","5,370","4,638","3,607","5,281","5,017","5,084","5,091","5,463","5,660","5,470","5,700",0
"Feb 25, 2022","2,678","1,375","1,213","2,548","2,673","3,077","2,934","2,849","3,165","2,742","2,908",0
"Mar 2, 2022","3,385","2,667","2,209","3,805","3,507","3,308","3,345","3,648","3,867","3,848","3,967",0
"Mar 7, 2022","2,414","1,254","1,162","2,301","2,478","2,992","2,901","2,787","3,091","2,676","2,822",0
"Mar 12, 2022","2,694","1,640","1,478","2,573","2,702","3,043","3,165","3,152","3,353","3,130","3,162",0
"Mar 17, 2022","6,198","4,691","4,479","6,024","5,646","6,005","6,278","6,783","6,985","6,730","7,006",0
"Mar 22, 2022","11,084","3,227","3,687","10,926","10,465","10,813","10,985","10,924","10,922","10,802","10,705",0
"Mar 27, 2022","2,395","1,222","1,135","2,309","2,491","2,967","2,997","2,894","3,040","2,771","2,735",0
"Apr 1, 2022","2,371","1,210","1,119","2,275","2,429","2,859","2,922","2,751","2,888","2,660","2,532",0
"Apr 6, 2022","4,026","2,944","2,297","3,580","3,317","3,230","3,152","3,672","4,087","3,606","4,188",0
"Apr 11, 2022","10,574","7,347","5,638","11,016","10,522","10,970","10,723","10,855","11,218","10,747","11,207",0
"Apr 16, 2022","2,257","1,171","1,086","2,108","2,167","2,461","2,326","2,049","2,123","1,968","1,791",0
"Apr 21, 2022","8,552","2,669","2,857","8,460","7,975","8,222","8,337","8,455","8,527","8,321","8,517",0
"Apr 26, 2022","3,383","2,534","2,138","3,156","3,028","3,078","3,160","3,558","3,899","3,681","3,862",0
"May 1, 2022","9,807","7,387","5,695","9,643","9,234","9,757","9,688","9,919","10,287","9,776","10,429",0
"May 6, 2022","2,200","1,128","1,065","1,996","1,980","2,170","2,144","1,931","1,990","1,797","1,719",0
"May 11, 2022","2,273","1,299","1,198","2,030","1,971","2,135","2,152","2,073","2,169","1,865","1,929",0
"May 16, 2022","2,204","1,168","1,086","1,980","1,928","2,110","2,126","1,839","1,841","1,712","1,611",0
"May 21, 2022","2,356","1,376","1,260","2,136","2,048","2,159","2,182","2,031","2,109","2,004","1,921",0
"May 26, 2022","8,252","5,761","4,287","8,148","7,761","8,164","7,527","7,811","8,510","7,580","8,711",0
"May 31, 2022","4,863","4,709","4,420","4,331","4,109","4,284","4,473","5,001","5,241","4,952","5,480",0
"Jun 5, 2022","5,072","3,732","3,033","4,854","4,584","4,616","4,609","4,967","5,242","5,033","5,335",0
"Jun 10, 2022","2,529","1,231","1,144","2,218","2,086","2,168","2,164","1,936","1,955","1,839","1,765",0
"Jun 15, 2022","2,236","1,140","1,065","1,995","1,863","1,922","1,881","1,623","1,663","1,505","1,493",0
"Jun 20, 2022","2,270","1,156","1,089","2,012","1,875","1,928","1,887","1,681","1,715","1,563","1,506",0
"Jun 25, 2022","8,461","5,821","4,919","8,251","7,579","7,721","7,553","7,707","8,109","7,722","8,213",0
"Jun 30, 2022","2,258","1,129","1,078","1,992","1,864","1,949","1,908","1,606","1,566","1,501","1,464",0
"Jul 5, 2022","8,490","6,991","5,702","8,512","8,198","8,739","8,460","8,797","9,387","8,701","9,660",0
"Jul 10, 2022","6,342","3,101","3,070","6,177","5,810","5,933","6,043","6,455","6,683","6,429","6,714",0
"Jul 15, 2022","2,363","1,330","1,212","2,120","2,041","2,049","1,979","1,772","1,842","1,703","1,695",0
"Jul 20, 2022","2,357","1,258","1,112","2,089","1,971","1,985","1,894","1,696","1,756","1,608","1,542",0
"Jul 25, 2022","2,372","1,221","1,110","2,097","1,988","1,981","1,900","1,670","1,765","1,600","1,618",0
"Jul 30, 2022","2,401","1,525","1,335","2,166","2,083","2,125","2,108","1,956","2,049","1,983","1,905",0
"Aug 4, 2022","8,619","6,987","5,352","8,511","8,159","8,710","8,608","8,759","9,104","8,644","9,194",0
"Aug 9, 2022","6,533","5,269","4,165","5,640","5,464","5,899","6,089","6,483","6,807","6,067","7,089",0
"Aug 14, 2022","2,257","1,212","1,128","2,011","1,945","1,898","1,781","1,587","1,623","1,507","1,477",0
"Aug 19, 2022","2,256","1,169","1,082","2,013","1,995","2,011","1,922","1,601","1,623","1,529","1,472",0
"Aug 24, 2022","2,296","1,218","1,119","2,051","1,955","1,877","1,782","1,608","1,653","1,492","1,546",0
"Aug 29, 2022","2,149","1,144","1,097","1,890","1,741","1,636","1,596","1,500","1,497","1,415","1,391",0
"Sep 3, 2022","2,201","1,182","1,103","1,986","1,969","1,964","1,876","1,568","1,592","1,481","1,426",0
"Sep 8, 2022","3,396","1,536","1,261","3,146","2,855","2,639","2,608","2,768","2,834","2,638","2,715",0
"Sep 13, 2022","2,208","1,237","1,139","1,961","1,911","1,828","1,716","1,493","1,513","1,430","1,405",0
"Sep 18, 2022","4,917","5,259","4,412","5,503","5,209","5,090","5,227","5,398","5,425","5,876","5,364",0
"Sep 23, 2022","2,209","1,216","1,131","1,988","1,949","1,843","1,753","1,520","1,551","1,443","1,400",0
"Sep 28, 2022","3,324","2,400","2,142","3,084","2,927","2,837","2,915","3,197","3,344","3,264","3,379",0
"Oct 3, 2022","2,236","1,271","1,171","2,014","2,012","1,902","1,793","1,538","1,540","1,474","1,464",0
"Oct 8, 2022","2,325","1,423","1,296","2,168","2,144","2,092","2,044","1,797","1,836","1,760","1,789",0
"Oct 13, 2022","2,213","1,240","1,136","1,984","1,936","1,883","1,782","1,549","1,577","1,477","1,489",0
"Oct 18, 2022","2,247","1,221","1,130","2,016","2,006","2,003","1,922","1,635","1,639","1,551","1,542",0
"Oct 23, 2022","2,266","1,227","1,148","2,007","1,965","1,911","1,839","1,607","1,668","1,493","1,497",0
"Oct 28, 2022","2,395","1,422","1,323","2,153","2,143","2,163","2,096","1,829","1,891","1,743","1,780",0
"Nov 2, 2022","2,289","1,267","1,193","2,015","2,014","2,077","2,014","1,701","1,713","1,577","1,573",0
"Nov 12, 2022","4,051","2,615","2,329","3,842","3,647","3,564","3,690","4,069","4,311","4,250","4,406",0
"Nov 17, 2022","2,475","1,701","1,575","2,354","2,320","2,396","2,264","2,133","2,248","2,049","2,057",0
